log start...
09:42:47.931..[local]..get hq running..cli_thread_getlastPrice-1111
09:42:48.446..[local]..get hq running..cli_thread_getlastPrice-1111
09:42:48.961..[local]..get hq running..cli_thread_getlastPrice-1111
09:42:49.478..[local]..get hq running..cli_thread_getlastPrice-1111
09:42:49.997..[local]..get hq running..cli_thread_getlastPrice-1111
09:42:50.519..[local]..get hq running..cli_thread_getlastPrice-1111
09:42:51.031..[local]..get hq running..cli_thread_getlastPrice-1111
09:42:51.544..[local]..get hq running..cli_thread_getlastPrice-1111
09:42:52.062..[local]..get hq running..cli_thread_getlastPrice-1111
09:42:52.577..[local]..get hq running..cli_thread_getlastPrice-1111
09:42:53.093..[local]..get hq running..cli_thread_getlastPrice-1111
09:42:53.606..[local]..get hq running..cli_thread_getlastPrice-1111
09:42:54.121..[local]..get hq running..cli_thread_getlastPrice-1111
09:42:54.640..[local]..get hq running..cli_thread_getlastPrice-1111
09:42:55.157..[local]..get hq running..cli_thread_getlastPrice-1111
09:42:55.676..[local]..get hq running..cli_thread_getlastPrice-1111
09:42:56.191..[local]..get hq running..cli_thread_getlastPrice-1111
09:42:56.708..[local]..get hq running..cli_thread_getlastPrice-1111
09:42:57.225..[local]..get hq running..cli_thread_getlastPrice-1111
09:42:57.742..[local]..get hq running..cli_thread_getlastPrice-1111
09:42:58.260..[local]..get hq running..cli_thread_getlastPrice-1111
09:42:58.776..[local]..get hq running..cli_thread_getlastPrice-1111
09:42:59.293..[local]..get hq running..cli_thread_getlastPrice-1111
09:42:59.811..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:00.326..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:00.843..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:01.361..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:01.878..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:02.393..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:02.910..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:03.425..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:03.941..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:04.457..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:04.975..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:05.489..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:06.003..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:06.521..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:07.038..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:07.554..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:08.070..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:08.586..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:09.104..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:09.620..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:10.137..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:10.654..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:11.169..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:11.682..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:12.197..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:12.714..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:13.230..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:13.743..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:14.261..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:14.782..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:15.302..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:15.816..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:16.331..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:16.850..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:17.365..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:17.882..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:18.397..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:18.912..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:19.429..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:19.945..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:20.461..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:20.977..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:21.499..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:22.018..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:22.534..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:23.050..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:23.565..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:24.084..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:24.595..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:25.111..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:25.627..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:26.142..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:26.657..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:27.174..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:27.690..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:28.212..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:28.727..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:29.243..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:29.758..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:30.275..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:30.791..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:31.309..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:31.825..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:32.342..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:32.859..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:33.373..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:33.887..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:34.403..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:34.917..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:35.431..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:35.950..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:36.470..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:36.987..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:37.504..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:38.022..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:38.540..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:39.055..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:39.572..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:40.086..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:40.603..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:41.117..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:41.633..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:42.150..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:42.667..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:43.187..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:43.700..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:44.215..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:44.732..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:45.248..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:45.765..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:46.283..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:46.799..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:47.316..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:47.834..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:48.351..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:48.866..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:49.380..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:49.894..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:50.411..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:50.927..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:51.443..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:51.960..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:52.476..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:52.991..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:53.506..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:54.023..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:54.539..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:55.055..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:55.571..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:56.088..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:56.607..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:57.121..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:57.633..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:58.151..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:58.666..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:59.181..[local]..get hq running..cli_thread_getlastPrice-1111
09:43:59.696..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:00.212..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:00.730..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:01.249..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:01.765..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:02.280..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:02.795..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:03.312..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:03.829..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:04.345..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:04.861..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:05.378..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:05.893..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:06.410..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:06.928..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:07.446..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:07.964..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:08.480..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:08.996..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:09.514..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:10.029..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:10.548..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:11.066..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:11.583..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:12.104..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:12.623..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:13.141..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:13.660..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:14.179..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:14.695..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:15.209..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:15.726..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:16.243..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:16.762..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:17.276..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:17.792..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:18.308..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:18.825..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:19.341..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:19.858..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:20.374..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:20.891..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:21.406..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:21.923..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:22.436..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:22.954..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:23.472..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:23.988..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:24.505..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:25.019..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:25.535..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:26.049..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:26.565..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:27.081..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:27.595..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:28.112..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:28.628..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:29.145..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:29.663..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:30.179..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:30.694..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:31.211..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:31.728..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:32.244..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:32.761..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:33.277..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:33.794..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:34.310..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:34.826..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:35.342..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:35.860..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:36.377..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:36.894..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:37.411..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:37.927..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:38.442..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:38.957..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:39.472..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:39.989..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:40.505..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:41.022..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:41.540..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:42.056..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:42.572..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:43.087..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:43.599..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:44.117..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:44.633..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:45.150..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:45.668..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:46.185..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:46.702..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:47.219..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:47.735..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:48.251..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:48.768..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:49.286..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:49.800..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:50.317..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:50.833..[local]..get hq running..cli_thread_getlastPrice-1111
09:44:51.349..[local]..get hq running..cli_thread_getlastPrice-1111
